fobj= 0.14 0.0
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     9; SCE Run Number =     9; Random Seed =           1695132588                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     3; SCE Run Number =     3; Random Seed =            565040596                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =    10; SCE Run Number =    10; Random Seed =            451755888                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     8; SCE Run Number =     8; Random Seed =          -1356603808                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     2; SCE Run Number =     2; Random Seed =           1808326696                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     4; SCE Run Number =     4; Random Seed =           -678313904                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     5; SCE Run Number =     5; Random Seed =          -1921656704                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     6; SCE Run Number =     6; Random Seed =           1129971392                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
Process =     7; SCE Run Number =     7; Random Seed =           -113355808                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
Process =     1; SCE Run Number =     1; Random Seed =          -1243333500                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                          
   Process      fOBJ            LF0             r0            fRa           fINP             VP            KP1            fKM           PAR2           Qmax            Kba           Kdes             rE            pEP           fpEM             fD             gD             Vg          alpha             KD             Yg            kYg            Q10          gamma           beta          WPA2D            tau          wdorm        VNup_MB       KsNH4_MB       KsNO3_MB           VNif           VNit        VDenit1         fpENZN          KsNif          KsNit       KsDenit1       KsDenit2        VNup_VG       KsNH4_VG       KsNO3_VG        rNleach        bNup_VG       Qmax_NH4        Kba_NH4           Kp2u           Ku2p
         6 0.112         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.00791035   128.86914601     0.02263273     0.93894685     0.00100000     0.00120000     0.00180000     0.00180000     0.00003289     0.00120000     0.00180000     0.02000000     0.50000000     0.00833312   100.00000000     0.00000500     0.00100000
         6 0.123         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.00901469   148.52687244     0.01508859     0.91350427     0.00100000     0.00120000     0.00180000     0.00180000     0.00003428     0.00120000     0.00180000     0.02000000     0.50000000     0.00906015   100.00000000     0.00000500     0.00100000
         6 0.173         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.00722456   138.84662199     0.02617639     1.48089636     0.00100000     0.00120000     0.00180000     0.00180000     0.00003351     0.00120000     0.00180000     0.02000000     0.50000000     0.00854933   100.00000000     0.00000500     0.00100000
        10 0.108         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.05976750   809.00259480     0.06374043     0.11970568     0.00100000     0.00120000     0.00180000     0.00180000     0.00003339     0.00120000     0.00180000     0.02000000     0.50000000     0.00716492   100.00000000     0.00000500     0.00100000
        10 0.115         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.05919688   775.80660790     0.04828207     0.14098616     0.00100000     0.00120000     0.00180000     0.00180000     0.00003325     0.00120000     0.00180000     0.02000000     0.50000000     0.00844987   100.00000000     0.00000500     0.00100000
        10 0.129         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.06333030   782.71992687     0.04688967     0.12312608     0.00100000     0.00120000     0.00180000     0.00180000     0.00003286     0.00120000     0.00180000     0.02000000     0.50000000     0.00778392   100.00000000     0.00000500     0.00100000
        10 0.130         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.06558340   799.50953122     0.08166129     0.12155901     0.00100000     0.00120000     0.00180000     0.00180000     0.00003261     0.00120000     0.00180000     0.02000000     0.50000000     0.00725261   100.00000000     0.00000500     0.00100000
        10 0.131         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.05525647   821.22795375     0.04587076     0.13208363     0.00100000     0.00120000     0.00180000     0.00180000     0.00003232     0.00120000     0.00180000     0.02000000     0.50000000     0.00699860   100.00000000     0.00000500     0.00100000
        10 0.134         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.07172971   843.69568446     0.05978810     0.13117179     0.00100000     0.00120000     0.00180000     0.00180000     0.00003309     0.00120000     0.00180000     0.02000000     0.50000000     0.00594416   100.00000000     0.00000500     0.00100000
        10 0.137         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.06696741   846.68311422     0.05140158     0.12907599     0.00100000     0.00120000     0.00180000     0.00180000     0.00003291     0.00120000     0.00180000     0.02000000     0.50000000     0.00595196   100.00000000     0.00000500     0.00100000
        10 0.139         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.05649600   830.27006934     0.07244007     0.12601748     0.00100000     0.00120000     0.00180000     0.00180000     0.00003222     0.00120000     0.00180000     0.02000000     0.50000000     0.00759368   100.00000000     0.00000500     0.00100000
        10 0.140         0.10000000     0.01000000     0.20000000     0.30000000    50.00000000    60.00000000    10.00000000   999.00000000     1.50000000     6.00000000     0.00600000     0.00110169     0.00602510     4.68293028     0.75272813     0.54589991     0.00421734     0.05956384     0.00010222     0.20000000     0.00558641     1.28507685     0.10000000     0.00100000     0.40000000     0.25000000     4.00000000     0.10000000     0.00018000     0.00041000     0.06615882   864.41142497     0.05852820     0.12861343     0.00100000     0.00120000     0.00180000     0.00180000     0.00003298     0.00120000     0.00180000     0.02000000     0.50000000     0.00576475   100.00000000     0.00000500     0.00100000
